,Ratings,Reviews,Price,split_source,Discount_Ratio,Edition_Year_Freq,Vintage_Count,Fraction_Author_BookCategory,Fraction_Author_Genre,Overall_Author_Rating,Total_Books_Per_Author,"Genre_Arts History, Theory & Criticism (Books)",Genre_Asian History,Genre_Biographies & Autobiographies (Books),Genre_Cinema & Broadcast (Books),Genre_Comics,Genre_Comics & Graphic Novels (Books),Genre_Comics & Mangas (Books),Genre_Computer Science Books,Genre_Contemporary Fiction (Books),"Genre_Crime, Thriller & Mystery (Books)",Genre_Design,Genre_Dictionaries,Genre_Encyclopaedias & Reference Works (Books),Genre_Government (Books),"Genre_Handicrafts, Decorative Arts & Crafts (Books)",Genre_Healthy Living & Wellness (Books),Genre_Humour (Books),Genre_Indian Writing (Books),Genre_Language Learning & Teaching (Books),"Genre_Language, Linguistics & Writing (Books)",Genre_Linguistics (Books),Genre_Mangas,Genre_Music Books,Genre_Others,Genre_Romance (Books),Genre_Software & Business Applications (Books),Genre_Sports Training & Coaching (Books),Genre_True Accounts (Books),Genre_Writing Guides (Books),"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Book_Type_Mass Market Paperback,Book_Type_Others,Book_Type_Paperback
6654,4.9,10,,1,0.0,0.08221110683596256,4,0.14089661482159194,0.023559011893870083,0.9800000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6655,3.4,3,,1,0.0,0.05848403232012313,0,0.1914455626715462,0.11527904849039342,0.68,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6656,3.9,32,,1,0.0,0.005001923816852636,25,0.13494967978042086,0.018298261665141813,0.78,0.00014734050390452334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6657,4.4,45,,1,0.0,0.02988328844427344,10,0.15416285452881975,0.10041171088746569,0.8800000000000001,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6658,4.0,9,,1,0.0,0.1068359625496986,3,0.1354071363220494,0.0034309240622140895,0.8996551724137932,0.008545749226462354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6659,3.3,6,,1,0.0,0.02988328844427344,10,0.1914455626715462,0.07159194876486734,0.75,0.0008840430234271402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6660,4.5,5,,1,0.0,0.13158907272027703,1,0.15667886550777677,0.0016010978956999085,0.8850000000000002,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6661,4.0,8,,1,0.0,0.04591509554957035,8,0.14501372369624885,0.009835315645013724,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6662,4.0,52,,1,0.0,0.04591509554957035,8,0.1914455626715462,0.007548032936870997,0.8333333333333335,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6663,4.0,50,,1,0.0,0.04591509554957035,8,0.19510521500457456,0.219807868252516,0.8211764705882351,0.002504788566376897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6664,3.9,2,,1,0.0,0.04591509554957035,8,0.15324794144556267,0.11527904849039342,0.8649999999999999,0.005304258140562841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6665,4.6,223,,1,0.0,0.060151340259074,6,0.15416285452881975,0.10041171088746569,0.9199999999999999,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6666,4.3,21,,1,0.0,0.08221110683596256,4,0.1914455626715462,0.00434583714547118,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6667,5.0,1,,1,0.0,0.005001923816852636,23,0.15324794144556267,0.01120768526989936,0.9,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6668,5.0,3,,1,0.0,0.0471976401179941,7,0.14501372369624885,0.009835315645013724,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6669,5.0,1,,1,0.0,0.1068359625496986,3,0.13494967978042086,0.018298261665141813,1.0,0.00014734050390452334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6670,5.0,4,,1,0.0,0.04591509554957035,8,0.15667886550777677,0.0052607502287282705,0.9400000000000001,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6671,4.5,2,,1,0.0,0.0060279594715916375,22,0.1354071363220494,0.0029734675205855443,0.9333333333333335,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6672,4.6,5,,1,0.0,0.060151340259074,6,0.1354071363220494,0.10041171088746569,0.9199999999999999,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6673,3.7,15,,1,0.0,0.04591509554957035,8,0.15324794144556267,0.11527904849039342,0.8254545454545454,0.0016207455429497568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6674,3.0,1,,1,0.0,0.13158907272027703,1,0.16285452881976212,0.003202195791399817,0.8509677419354841,0.009135111242080447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6675,4.6,33,,1,0.0,0.1068359625496986,3,0.15416285452881975,0.0054894784995425435,0.9733333333333333,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6676,4.5,16,,1,0.4051948051948052,0.015262280364242658,16,0.19510521500457456,0.219807868252516,0.8493333333333335,0.00221010755856785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6677,4.0,1,,1,0.0,0.1068359625496986,3,0.14089661482159194,0.0018298261665141812,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6678,5.0,1,,1,0.0,0.11940489932025138,2,0.15667886550777677,0.014181152790484904,1.0,0.0002946810078090467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6679,4.0,70,,1,0.0,0.13158907272027703,1,0.15416285452881975,0.017612076852698992,0.8,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6680,4.0,19,,1,0.0,0.1068359625496986,3,0.13494967978042086,0.009149130832570906,0.8,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6681,3.9,14,,1,0.0,0.010645119917917148,17,0.1914455626715462,0.219807868252516,0.8455555555555556,0.0026521290702814205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6682,4.3,24,,1,0.0,0.13158907272027703,1,0.19510521500457456,0.004574565416285453,0.8850000000000002,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6683,3.5,4,,1,0.0,0.1068359625496986,3,0.15667886550777677,0.023787740164684355,0.7000000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6684,3.7,5,,1,0.0,0.1068359625496986,3,0.16285452881976212,0.01715462031107045,0.7400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6685,4.5,79,,1,0.0,0.06515326407592664,5,0.15416285452881975,0.10041171088746569,0.9,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6686,3.9,7,,1,0.0,0.05848403232012313,0,0.19510521500457456,0.219807868252516,0.78,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6687,4.4,5,,1,0.0,0.05848403232012313,0,0.15667886550777677,0.00434583714547118,0.8800000000000001,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6688,4.6,99,,1,0.0,0.13158907272027703,1,0.15416285452881975,0.10041171088746569,0.9199999999999999,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6689,4.2,21,,1,0.0,0.13158907272027703,1,0.1914455626715462,0.07159194876486734,0.9199999999999999,0.0002946810078090467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6690,5.0,1,,1,0.0,0.026163909195844555,11,0.16285452881976212,0.0016010978956999085,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6691,5.0,1,,1,0.0,0.02988328844427344,10,0.08508691674290943,0.0013723696248856359,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6692,3.7,13,,1,0.0,0.03988713607797871,9,0.14501372369624885,0.0054894784995425435,0.7400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6693,4.7,11,,1,0.0,0.11940489932025138,2,0.15416285452881975,0.0016010978956999085,0.9400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6694,4.3,30,,1,0.0,0.002308580223162755,35,0.1914455626715462,0.0029734675205855443,0.86,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6695,3.8,12,,1,0.0,0.06515326407592664,5,0.1914455626715462,0.07479414455626715,0.74,0.0011787240312361867,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6696,4.0,1,,1,0.0,0.1068359625496986,3,0.14501372369624885,0.00434583714547118,0.8,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6697,4.1,17,,1,0.0,0.04591509554957035,8,0.15416285452881975,0.10041171088746569,0.8399999999999999,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6698,5.0,2,,1,0.0,0.05848403232012313,0,0.1354071363220494,0.0052607502287282705,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6699,4.2,45,,1,0.0,0.08221110683596256,4,0.15324794144556267,0.11527904849039342,0.854,0.0014734050390452335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6700,4.0,1,,1,0.0,0.04591509554957035,8,0.15324794144556267,0.11527904849039342,0.8080000000000003,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6701,3.9,5,,1,0.0,0.010260356547390022,18,0.16285452881976212,0.01578225068618481,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6702,4.4,10,,1,0.0,0.03988713607797871,9,0.19510521500457456,0.219807868252516,0.8800000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6703,4.6,142,,1,0.0,0.1068359625496986,3,0.15324794144556267,0.020128087831655993,0.8899999999999999,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6704,4.0,1,,1,0.0,0.05848403232012313,0,0.15324794144556267,0.11527904849039342,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6705,4.7,7,,1,0.0,0.13158907272027703,1,0.14501372369624885,0.023559011893870083,0.9400000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6706,4.0,10,,1,0.0,0.13158907272027703,1,0.15416285452881975,0.10041171088746569,0.8,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6707,4.0,1,,1,0.0,0.04591509554957035,8,0.15324794144556267,0.11527904849039342,0.8649999999999999,0.005304258140562841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6708,5.0,1,,1,0.0,0.03988713607797871,9,0.15667886550777677,0.04871912168344007,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6709,4.6,143,,1,0.0,0.0471976401179941,7,0.19510521500457456,0.219807868252516,0.9199999999999999,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6710,4.5,24,,1,0.0,0.08221110683596256,4,0.15324794144556267,0.11527904849039342,0.86,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6711,5.0,3,,1,0.0,0.010645119917917148,17,0.16285452881976212,0.01715462031107045,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6712,4.7,8,,1,0.0,0.021033730922149545,14,0.15667886550777677,0.04871912168344007,0.8819999999999997,0.005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6713,4.6,3,,1,0.0,0.005001923816852636,23,0.1354071363220494,0.002516010978956999,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6714,5.0,2,,1,0.0,0.06515326407592664,5,0.1354071363220494,0.0011436413540713633,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6715,4.2,463,,1,0.0,0.06515326407592664,5,0.15324794144556267,0.020128087831655993,0.8422222222222223,0.0013260645351407102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6716,3.9,39,,1,0.0,0.0471976401179941,7,0.1914455626715462,0.219807868252516,0.8211764705882351,0.002504788566376897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6717,5.0,1,,1,0.0,0.13158907272027703,1,0.13494967978042086,0.03133577310155535,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6718,4.6,3,,1,0.0,0.01795562395793254,13,0.16285452881976212,0.0004574565416285453,0.91,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6719,3.0,2,,1,0.0,0.13158907272027703,1,0.19510521500457456,0.219807868252516,0.6000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6720,4.5,70,,1,0.0,0.05848403232012313,0,0.15324794144556267,0.11527904849039342,0.8661538461538462,0.0019154265507588036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6721,4.3,33,,1,0.0,0.04591509554957035,8,0.14089661482159194,0.0029734675205855443,0.86,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6722,4.3,7,,1,0.0,0.1068359625496986,3,0.15416285452881975,0.0052607502287282705,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6723,3.5,6,,1,0.0,0.13158907272027703,1,0.14501372369624885,0.0036596523330283625,0.7000000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6724,4.6,7,,1,0.0,0.13158907272027703,1,0.14501372369624885,0.0013723696248856359,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6725,5.0,1,,1,0.0,0.06515326407592664,5,0.15667886550777677,0.04871912168344007,0.96,0.0027994695741859438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6726,4.0,1,,1,0.0,0.02988328844427344,10,0.15324794144556267,0.11527904849039342,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6727,5.0,1,,1,0.15894736842105264,0.0008977811978966269,39,0.14089661482159194,0.008920402561756633,0.8800000000000001,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6728,4.6,3,,1,0.0,0.06515326407592664,5,0.19510521500457456,0.0016010978956999085,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6729,4.2,8,,1,0.0,0.0471976401179941,7,0.1914455626715462,0.0034309240622140895,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6730,4.3,21,,1,0.0,0.11940489932025138,2,0.1914455626715462,0.020128087831655993,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6731,2.9,3,,1,0.0,0.11940489932025138,2,0.13494967978042086,0.018298261665141813,0.8996551724137932,0.008545749226462354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6732,4.6,44,,1,0.0,0.13158907272027703,1,0.1354071363220494,0.0004574565416285453,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6733,5.0,1,,1,0.0,0.026163909195844555,11,0.1354071363220494,0.00434583714547118,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6734,4.4,26,,1,0.0,0.13158907272027703,1,0.19510521500457456,0.004574565416285453,0.8850000000000002,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6735,4.0,12,,1,0.0,0.005258432730537386,24,0.14501372369624885,0.01989935956084172,0.8,0.00014734050390452334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6736,4.7,14,,1,0.0,0.02988328844427344,10,0.15667886550777677,0.05192131747483989,0.9400000000000001,0.00014734050390452334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6737,3.7,8,,1,0.0,0.060151340259074,6,0.1914455626715462,0.009149130832570906,0.8172727272727274,0.0032414910858995136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6738,3.3,7,,1,0.0,0.05848403232012313,0,0.15324794144556267,0.11527904849039342,0.8018181818181818,0.0032414910858995136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6739,5.0,1,,1,0.0,0.11940489932025138,2,0.15667886550777677,0.04871912168344007,0.9784615384615386,0.0019154265507588036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6740,4.7,825,,1,0.0,0.11940489932025138,2,0.15324794144556267,0.11527904849039342,0.8422222222222223,0.0013260645351407102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6741,2.5,2,,1,0.0,0.1068359625496986,3,0.19510521500457456,0.219807868252516,0.6733333333333333,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6742,4.7,4,,1,0.0,0.1068359625496986,3,0.19510521500457456,0.219807868252516,0.9133333333333336,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6743,3.9,11,,1,0.0,0.08221110683596256,4,0.15667886550777677,0.05192131747483989,0.8744444444444448,0.005304258140562841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
